date,temperature_2m_mean,precipitation_sum,soil_moisture_0_to_10cm_mean
1950-07-25 00:00:00+00:00,15.145072,4.4168515,0.30849913
1950-07-26 00:00:00+00:00,14.742352,1.6841135,0.3177724
1950-07-27 00:00:00+00:00,14.489631,0.1053514,0.30604562
1950-07-28 00:00:00+00:00,15.1369095,4.0069504,0.31231892
1950-07-29 00:00:00+00:00,15.684189,0.0,0.30559212
1950-07-30 00:00:00+00:00,15.481468,0.6338185,0.2898654
1950-07-31 00:00:00+00:00,15.228746,2.0089102,0.28813863
1950-08-01 00:00:00+00:00,12.526025,6.561347,0.3074119
1950-08-02 00:00:00+00:00,14.173304,0.0,0.31268513
1950-08-03 00:00:00+00:00,14.720583,13.782775,0.3259584
1950-08-04 00:00:00+00:00,14.617862,0.7428294,0.3482316
1950-08-05 00:00:00+00:00,14.065142,4.9921503,0.33650485
1950-08-06 00:00:00+00:00,14.362419,0.5315691,0.34277815
1950-08-07 00:00:00+00:00,15.159697,0.0,0.3260514
1950-08-08 00:00:00+00:00,16.556978,4.4734454,0.32832462
1950-08-09 00:00:00+00:00,14.704256,2.3454106,0.33259788
1950-08-10 00:00:00+00:00,14.001534,1.7073421,0.33387116
1950-08-11 00:00:00+00:00,14.648813,0.9612773,0.3281444
1950-08-12 00:00:00+00:00,13.446092,6.6283374,0.34541762
1950-08-13 00:00:00+00:00,14.643371,0.32102734,0.34669086
1950-08-14 00:00:00+00:00,15.140649,1.499539,0.33296412
1950-08-15 00:00:00+00:00,18.287928,0.32163346,0.3312374
1950-08-16 00:00:00+00:00,18.035208,0.0,0.31851062
1950-08-17 00:00:00+00:00,17.382486,0.107414715,0.3077839
1950-08-18 00:00:00+00:00,16.879766,0.0,0.29805714
1950-08-19 00:00:00+00:00,18.877045,0.0,0.28833038
1950-08-20 00:00:00+00:00,20.974321,0.0,0.27760363
1950-08-21 00:00:00+00:00,22.0716,0.0,0.26687685
1950-08-22 00:00:00+00:00,17.31888,0.32379153,0.2601501
1950-08-23 00:00:00+00:00,15.766158,0.9723135,0.25842336
1950-08-24 00:00:00+00:00,15.463438,0.0,0.25869662
1950-08-25 00:00:00+00:00,14.760717,0.6494684,0.25596985
1950-08-26 00:00:00+00:00,14.057994,2.0586555,0.2562431
1950-08-27 00:00:00+00:00,13.855273,0.0,0.2625164
1950-08-28 00:00:00+00:00,15.302552,0.0,0.25678962
1950-08-29 00:00:00+00:00,17.74983,1.6300414,0.25506285
1950-08-30 00:00:00+00:00,14.49711,0.7614364,0.25833613
1950-08-31 00:00:00+00:00,14.144389,0.65330553,0.25860935
1950-09-01 00:00:00+00:00,13.241668,0.4359692,0.25788262
1950-09-02 00:00:00+00:00,13.947861,0.0,0.25486648
1950-09-03 00:00:00+00:00,16.162968,0.0,0.24856082
1950-09-04 00:00:00+00:00,16.528074,0.0,0.24225524
1950-09-05 00:00:00+00:00,14.29318,2.1566963,0.24494964
1950-09-06 00:00:00+00:00,14.508286,0.0,0.24664405
1950-09-07 00:00:00+00:00,16.973392,0.0,0.24133846
1950-09-08 00:00:00+00:00,20.738499,0.0,0.23603278
1950-09-09 00:00:00+00:00,21.753605,1.5974683,0.23172721
1950-09-10 00:00:00+00:00,18.218712,0.1061713,0.2374216
1950-09-11 00:00:00+00:00,15.8338175,0.0,0.23311603
1950-09-12 00:00:00+00:00,15.198924,7.597947,0.23181039
1950-09-13 00:00:00+00:00,15.51403,1.8937672,0.3005048
1950-09-14 00:00:00+00:00,14.079136,0.0,0.2891992
1950-09-15 00:00:00+00:00,13.894244,0.0,0.27889362
1950-09-16 00:00:00+00:00,16.059351,0.0,0.271588
1950-09-17 00:00:00+00:00,16.124456,0.0,0.26528242
1950-09-18 00:00:00+00:00,17.039562,0.0,0.2589768
1950-09-19 00:00:00+00:00,18.404669,0.20672293,0.2526712
1950-09-20 00:00:00+00:00,16.269777,1.0306294,0.24936557
1950-09-21 00:00:00+00:00,14.784882,2.0553403,0.26206
1950-09-22 00:00:00+00:00,13.349987,4.7137885,0.26775438
1950-09-23 00:00:00+00:00,13.115094,0.10218286,0.29244882
1950-09-24 00:00:00+00:00,11.330201,2.2416801,0.28614318
1950-09-25 00:00:00+00:00,11.145307,3.5563047,0.2908376
1950-09-26 00:00:00+00:00,13.360414,0.4053013,0.30553195
1950-09-27 00:00:00+00:00,11.525519,10.508609,0.32722637
1950-09-28 00:00:00+00:00,10.740626,4.4336915,0.34192076
1950-09-29 00:00:00+00:00,10.005732,0.20097895,0.33961517
1950-09-30 00:00:00+00:00,14.420839,0.40086207,0.32530957
1950-10-01 00:00:00+00:00,14.885945,0.0,0.31500396
1950-10-02 00:00:00+00:00,12.601051,0.0,0.30469838
1950-10-03 00:00:00+00:00,10.466158,0.099407345,0.29739276
1950-10-04 00:00:00+00:00,10.181265,2.1811326,0.30408713
1950-10-05 00:00:00+00:00,8.14637,0.0,0.29878154
1950-10-06 00:00:00+00:00,8.411477,1.0848091,0.29247597
1950-10-07 00:00:00+00:00,11.076582,2.852455,0.30917034
1950-10-08 00:00:00+00:00,12.64169,0.19620825,0.30986476
1950-10-09 00:00:00+00:00,14.056797,1.2720473,0.30555916
1950-10-10 00:00:00+00:00,13.471902,1.3663656,0.31425354
1950-10-11 00:00:00+00:00,10.987009,4.1859336,0.3339479
1950-10-12 00:00:00+00:00,8.952114,1.1651887,0.32864234
1950-10-13 00:00:00+00:00,8.517221,0.0,0.3223367
1950-10-14 00:00:00+00:00,10.632328,0.4830423,0.3160311
1950-10-15 00:00:00+00:00,15.447433,0.38546428,0.31372553
1950-10-16 00:00:00+00:00,14.762541,0.961256,0.31241992
1950-10-17 00:00:00+00:00,13.577647,1.246531,0.31511432
1950-10-18 00:00:00+00:00,13.042753,15.017092,0.33280873
1950-10-19 00:00:00+00:00,10.10786,0.28624615,0.3735031
1950-10-20 00:00:00+00:00,13.422966,4.2832036,0.3641975
1950-10-21 00:00:00+00:00,13.338072,5.317258,0.3858919
1950-10-22 00:00:00+00:00,10.803178,0.0,0.3755863
1950-10-23 00:00:00+00:00,8.418284,0.2834814,0.36628073
1950-10-24 00:00:00+00:00,7.233392,0.3770712,0.36097515
1950-10-25 00:00:00+00:00,5.7984977,0.0,0.35666952
1950-10-26 00:00:00+00:00,8.963604,3.377553,0.36736387
1950-10-27 00:00:00+00:00,9.078711,15.350403,0.3990583
1950-10-28 00:00:00+00:00,7.2938166,0.0,0.39675272
1950-10-29 00:00:00+00:00,10.758923,0.83846843,0.38644707
1950-10-30 00:00:00+00:00,14.47403,5.57683,0.39414147
1950-10-31 00:00:00+00:00,14.289135,1.298259,0.3928359
1950-11-01 00:00:00+00:00,13.204242,0.27755997,0.38453028
1950-11-02 00:00:00+00:00,12.255777,0.0,0.37534657
1950-11-03 00:00:00+00:00,11.699172,0.09241483,0.36923602
1950-11-04 00:00:00+00:00,13.142567,13.21305,0.3781255
1950-11-05 00:00:00+00:00,11.33596,1.847661,0.39801496
1950-11-06 00:00:00+00:00,8.979353,27.063566,0.41490445
1950-11-07 00:00:00+00:00,5.922748,0.36940473,0.39979386
1950-11-08 00:00:00+00:00,6.1661415,0.27700564,0.38868332
1950-11-09 00:00:00+00:00,6.309537,2.2156615,0.3905728
1950-11-10 00:00:00+00:00,6.00293,0.5538194,0.38446224
1950-11-11 00:00:00+00:00,7.1463237,3.0454779,0.3913517
1950-11-12 00:00:00+00:00,6.8897185,1.7531523,0.38524118
1950-11-13 00:00:00+00:00,5.5831122,0.18451023,0.3811306
1950-11-14 00:00:00+00:00,5.8265057,0.09223902,0.37602007
1950-11-15 00:00:00+00:00,6.5199003,0.92222923,0.37190953
1950-11-16 00:00:00+00:00,6.3132935,0.5532408,0.37279898
1950-11-17 00:00:00+00:00,4.756688,0.09219065,0.36768842
1950-11-18 00:00:00+00:00,9.650082,0.73739594,0.3655779
1950-11-19 00:00:00+00:00,6.8934755,1.8431661,0.37346736
1950-11-20 00:00:00+00:00,5.3368697,11.057052,0.38735682
1950-11-21 00:00:00+00:00,12.1802635,1.8425177,0.40324625
1950-11-22 00:00:00+00:00,6.4236574,1.1974251,0.3951357
1950-11-23 00:00:00+00:00,5.3170514,0.18418674,0.38702518
1950-11-24 00:00:00+00:00,8.960445,13.351177,0.40491462
1950-11-25 00:00:00+00:00,7.20384,1.657094,0.40780407
1950-11-26 00:00:00+00:00,5.8972335,0.36817783,0.39469355
1950-11-27 00:00:00+00:00,5.790628,11.227428,0.41058302
1950-11-28 00:00:00+00:00,4.684021,1.3801761,0.40647244
1950-11-29 00:00:00+00:00,2.7274153,0.0,0.39336193
1950-11-30 00:00:00+00:00,4.9208097,0.45989472,0.3882514
1950-12-01 00:00:00+00:00,5.6142035,0.82766265,0.38814083
1950-12-02 00:00:00+00:00,2.807598,0.0,0.38403028
1950-12-03 00:00:00+00:00,3.7009919,0.27578875,0.37891975
1950-12-04 00:00:00+00:00,3.4443853,2.3897405,0.3818092
1950-12-05 00:00:00+00:00,3.2877798,0.91896576,0.38769865
1950-12-06 00:00:00+00:00,3.181173,0.18376009,0.3825881
1950-12-07 00:00:00+00:00,2.1745675,0.551181,0.37947753
1950-12-08 00:00:00+00:00,1.3679609,0.36738765,0.37736702
1950-12-09 00:00:00+00:00,-0.73864466,0.0,0.37425646
1950-12-10 00:00:00+00:00,-1.0952504,0.2754411,0.37214592
1950-12-11 00:00:00+00:00,0.49814263,0.09179707,0.37003538
1950-12-12 00:00:00+00:00,3.0415375,1.1931452,0.37292486
1950-12-13 00:00:00+00:00,0.8349309,0.45881855,0.37181428
1950-12-14 00:00:00+00:00,0.3783253,0.18349402,0.36870378
1950-12-15 00:00:00+00:00,-1.0282807,0.0,0.36759326
1950-12-16 00:00:00+00:00,1.8151131,0.18342708,0.36648268
1950-12-17 00:00:00+00:00,7.3585067,5.043322,0.37737215
1950-12-18 00:00:00+00:00,2.751901,3.4838393,0.39826158
1950-12-19 00:00:00+00:00,1.8952948,0.0,0.38715103
